subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,7/6/2018,2/19/2018,2/23/2018,Ipsos,B+,1733,rv,.1100295,0,40.3,36.1,44.93012,40.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50941,80575,2/27/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/20/2018,2/21/2018,Marist College,A,819,rv,1.397308,0,46,39,46.15796,39.36023,"","","http://maristpoll.marist.edu/wp-content/misc/usapolls/us180220/Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_February%2023,%202018.pdf#page=3",50927,80540,2/23/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/20/2018,2/24/2018,Ipsos,B+,1739,rv,.1101196,0,40.2,36.5,44.83012,40.74221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50940,80574,2/27/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/20/2018,2/24/2018,Suffolk University,B+,1000,rv,1.491611,0,46.9,32.3,47.2737,34.00795,"","",http://www.suffolk.edu/documents/SUPRC/3_1_2018_marginals.pdf,50933,80623,3/1/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/20/2018,2/23/2018,CNN/SSRS,A-,909,rv,1.374041,0,54,38,51.44469,36.45926,"","",http://cdn.cnn.com/cnn/2018/images/02/26/rel3b.-.2018.pdf,50932,80551,2/26/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/21/2018,2/25/2018,Ipsos,B+,1606,rv,.1014564,0,40.5,36.6,45.13012,40.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50939,80573,2/27/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/22/2018,2/26/2018,Ipsos,B+,1539,rv,.0969707,0,40.4,36.1,45.03012,40.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50938,80572,2/27/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/22/2018,2/26/2018,Morning Consult,B-,1992,rv,.4483503,0,41,39,45.30625,40.4075,"","",https://www.politico.com/f/?id=00000161-d99e-da6b-ade9-ffbe99050002,50943,80584,2/28/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/23/2018,2/27/2018,Ipsos,B+,1378,rv,.0865637,0,41.8,35.3,46.43012,39.54221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50981,80631,3/2/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/24/2018,2/28/2018,Ipsos,B+,1228,rv,.0768522,0,43,33.6,47.63012,37.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50980,80630,3/2/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/25/2018,2/27/2018,YouGov,B,1290,rv,.5508329,0,40,38,45.06893,41.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/h8n9gvrqyj/econTabReport.pdf,50942,80583,2/28/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/25/2018,3/1/2018,Ipsos,B+,1224,rv,.0762183,0,42.9,32.6,47.53012,36.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50979,80629,3/2/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/26/2018,2/28/2018,SurveyMonkey,D-,2857,a,.5030742,0,44,37,45.5978,37.05538,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/NBC%20News%20SurveyMonkey%20Poll%20Toplines%20n%20Methodology%203.8.pdf,50999,80683,3/9/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/26/2018,3/2/2018,Ipsos,B+,1251,rv,.0773981,0,43.9,32.7,48.53012,36.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50990,80651,3/6/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/27/2018,3/3/2018,Ipsos,B+,1273,rv,.0781632,0,44.6,33.1,49.23012,37.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50989,80650,3/6/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,2/28/2018,3/4/2018,Ipsos,B+,1324,rv,.0806103,0,44.4,34,49.03012,38.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50988,80649,3/6/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/1/2018,3/5/2018,Morning Consult,B-,1993,rv,.4466767,0,44,37,48.30625,38.4075,"","",https://morningconsult.com/wp-content/uploads/2018/03/180303_crosstabs_POLITICO_v1_DK-1.pdf,50991,80665,3/7/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/1/2018,3/4/2018,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,.961888,0,46,40,46.89047,39.5311,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,50996,80675,3/7/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/1/2018,3/5/2018,Ipsos,B+,1712,rv,.1032873,0,44.4,34,49.03012,38.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50987,80648,3/6/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/2/2018,3/6/2018,Ipsos,B+,2457,rv,.1469128,0,43,36.1,47.63012,40.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51004,80686,3/9/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/3/2018,3/5/2018,Quinnipiac University,A-,1122,rv,1.108558,0,48,38,45.85197,37.74236,"","",https://poll.qu.edu/images/polling/us/us03072018_uplm87.pdf/,50995,80674,3/7/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/2/2018,3/5/2018,Monmouth University,A+,708,rv,1.517221,0,50,41,49.0224,40.15221,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_030718.pdf/,50994,80673,3/7/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/3/2018,3/7/2018,Ipsos,B+,2818,rv,.167265,0,42.5,36.5,47.13012,40.74221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51003,80685,3/9/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/4/2018,3/6/2018,YouGov,B,1302,rv,.5559385,0,43,37,48.06893,40.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zq33h2ipcl/econTabReport.pdf,50992,80668,3/7/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/4/2018,3/8/2018,Lake Research Partners/The Tarrance Group,"",1000,rv,1.244805,0,49,40,48.70956,39.37249,"","",https://mediarelations.gwu.edu/sites/mediarelations.gwu.edu/files/GWBattlegroundPoll63-questionnaire.pdf,51011,80703,3/13/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/4/2018,3/8/2018,Ipsos,B+,2864,rv,.1691077,0,41.8,36.8,46.43012,41.04221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51002,80684,3/9/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/5/2018,3/9/2018,Ipsos,B+,2853,rv,.1679334,0,41.8,36.3,46.43012,40.54221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51015,80707,3/13/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/6/2018,3/10/2018,Ipsos,B+,2355,rv,.1384572,0,41.1,36.9,45.73012,41.14221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51014,80706,3/13/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/7/2018,3/11/2018,Ipsos,B+,1534,rv,.090213,0,42.8,33.3,47.43012,37.54221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51013,80705,3/13/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/8/2018,3/12/2018,Ipsos,B+,1216,rv,.071571,0,43.2,34.2,47.83012,38.44221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51012,80704,3/13/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/8/2018,3/12/2018,Morning Consult,B-,1997,rv,.4544702,0,43,36,47.30625,37.4075,"","",https://morningconsult.com/wp-content/uploads/2018/03/180312_crosstabs_POLITICO_v1_DK-2.pdf,51016,80721,3/14/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/9/2018,3/13/2018,Ipsos,B+,1164,rv,.068568,0,43.2,34.8,47.83012,39.04221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51032,80746,3/16/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/10/2018,3/13/2018,YouGov,B,1278,rv,.5461242,0,43,38,48.06893,41.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/y3tke5cxwy/econTabReport.pdf,51018,80725,3/14/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/10/2018,3/14/2018,Ipsos,B+,1218,rv,.0718023,0,43.6,35.3,48.23012,39.54221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51031,80745,3/16/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/10/2018,3/14/2018,NBC News/Wall Street Journal,A-,930,rv,1.42842,0,50,40,48.87023,38.83254,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/18164%20NBCWSJ%20March%202018%20Social%20Trends%20Poll%20(Political%20Data%20Release).pdf,51033,80751,3/18/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/11/2018,3/15/2018,Ipsos,B+,1265,rv,.0746282,0,44.6,34.5,49.23012,38.74221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51030,80744,3/16/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/12/2018,3/16/2018,Ipsos,B+,1381,rv,.0815218,0,43.3,37,47.93012,41.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51042,80768,3/20/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/13/2018,3/17/2018,Ipsos,B+,1336,rv,.0788897,0,40.9,37.4,45.53012,41.64221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51041,80767,3/20/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/14/2018,3/18/2018,Ipsos,B+,1274,rv,.0752271,0,41.3,36.8,45.93012,41.04221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51040,80766,3/20/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/14/2018,3/19/2018,McLaughlin & Associates,C-,1000,lv,.7199003,0,44,43,45.99123,40.50348,"","",http://mclaughlinonline.com/2018/03/20/march-2018-national-survey-results/,51047,80780,3/21/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/15/2018,3/19/2018,Ipsos,B+,1264,rv,.0746087,0,41.1,37,45.73012,41.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51039,80765,3/20/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/15/2018,3/19/2018,Morning Consult,B-,1994,rv,.4507008,0,42,38,46.30625,39.4075,"","",https://morningconsult.com/wp-content/uploads/2018/03/180322_crosstabs_POLITICO_v1_DK.pdf,51044,80775,3/21/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/16/2018,3/20/2018,Quinnipiac University,A-,1291,rv,1.359223,0,49,43,46.85197,42.74236,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2529,51045,80777,3/21/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/16/2018,3/20/2018,Ipsos,B+,1342,rv,.079158,0,40.2,36.9,44.83012,41.14221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51057,80803,3/25/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/17/2018,3/21/2018,Ipsos,B+,1869,rv,.1101522,0,40.6,35.7,45.23012,39.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51056,80802,3/25/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/18/2018,3/20/2018,YouGov,B,1284,rv,.5492586,0,44,38,49.06893,41.18279,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/p86tnmatk6/econTabReport.pdf,51048,80783,3/21/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/19/2018,3/21/2018,Marist College,A,1015,rv,1.753407,0,44,39,44.15796,39.36023,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180320_KOC/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_March%2023.%202018.pdf#page=3,51052,80790,3/23/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/18/2018,3/22/2018,Ipsos,B+,2757,rv,.1624693,0,41.8,34,46.43012,38.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51055,80801,3/25/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/14/2018,3/25/2018,Public Religion Research Institute,"",2020,a,2.16378,0,42,36,43.88326,37.23684,"","",https://www.prri.org/wp-content/uploads/2018/04/Abortion-and-Contraception-Topline.pdf,52196,82357,4/17/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/18/2018,3/21/2018,Fox News,A,1014,rv,1.814041,0,46,41,45.89169,41.10719,"","",http://www.foxnews.com/politics/2018/03/25/fox-news-poll-gap-narrows-on-2018-vote-preference.html,51058,80800,3/25/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/19/2018,3/23/2018,Ipsos,B+,2848,rv,.1681306,0,41.6,33.7,46.23012,37.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51205,81004,3/27/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/20/2018,3/24/2018,Ipsos,B+,2809,rv,.1664568,0,41.3,33.6,45.93012,37.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51204,81003,3/27/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/21/2018,3/25/2018,Ipsos,B+,2760,rv,.1645018,0,40.9,33.8,45.53012,38.04221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51203,81002,3/27/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/22/2018,3/25/2018,CNN/SSRS,A-,913,rv,1.392935,0,50,44,47.44469,42.45926,"","",http://cdn.cnn.com/cnn/2018/images/03/29/rel4c.-.2018.pdf,51063,81064,3/29/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/23/2018,3/25/2018,Public Policy Polling,B,846,rv,1.229235,0,50,39,48.75253,38.81252,"","",https://www.publicpolicypolling.com/wp-content/uploads/2018/03/PPP_Release_National_32718.pdf,51065,80815,3/27/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/22/2018,3/26/2018,Ipsos,B+,2244,rv,.1347863,0,41.2,34.3,45.83012,38.54221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51202,81001,3/27/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/23/2018,3/27/2018,Ipsos,B+,1393,rv,.084417,0,41.6,35.5,46.23012,39.74221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51292,81132,3/30/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/25/2018,3/27/2018,YouGov,B,1330,rv,.5673897,0,42,35,47.06893,38.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4e7f92zbz6/econTabReport.pdf,51208,81014,3/28/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/24/2018,3/28/2018,Ipsos,B+,1289,rv,.0787836,0,42.6,36.8,47.23012,41.04221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51291,81131,3/30/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/25/2018,3/29/2018,Ipsos,B+,1325,rv,.0816216,0,42.9,38.4,47.53012,42.64221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51290,81130,3/30/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/26/2018,3/27/2018,Morning Consult,B-,1997,rv,.431936,0,41,37,45.30625,38.4075,"","",https://www.politico.com/f/?id=00000162-696d-d2f7-adef-efeff5c90001,51207,81013,3/28/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/26/2018,3/30/2018,Ipsos,B+,1451,rv,.0900193,0,44.8,36.8,49.43012,41.04221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51601,81580,4/3/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/27/2018,3/29/2018,Harris Interactive,C+,1340,rv,.8846221,0,45,34,46.82983,36.30472,"","",http://harvardharrispoll.com/wp-content/uploads/2018/04/Final_HHP_March2018_RegisteredVoters_Xtabs_LR_Approval.pdf,51584,81548,4/2/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/27/2018,3/31/2018,Ipsos,B+,1404,rv,.0876732,0,45.3,34.8,49.93012,39.04221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51600,81579,4/3/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/25/2018,4/2/2018,Greenberg Quinlan Rosner,B-,699,lv,.9924094,0,47,41,45.87242,39.79692,"","",http://www.democracycorps.com/attachments/article/1081/Dcor_GR_AFT_National%20RV%20Phone_FQ_040218.pdf,51626,81638,4/11/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/28/2018,4/1/2018,Ipsos,B+,1328,rv,.0834426,0,44.2,35.1,48.83012,39.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51599,81578,4/3/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/29/2018,4/2/2018,Ipsos,B+,1576,rv,.0996433,0,43,34.6,47.63012,38.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51598,81577,4/3/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/29/2018,4/1/2018,Morning Consult,B-,1997,rv,.4308158,0,41,37,45.30625,38.4075,"","",https://morningconsult.com/wp-content/uploads/2018/04/180339_crosstabs_POLITICO_v1_DK-2.pdf,51602,81582,4/4/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/30/2018,4/3/2018,Ipsos,B+,1520,rv,.0967538,0,42.8,34,47.43012,38.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51610,81593,4/6/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/1/2018,4/3/2018,YouGov,B,1244,rv,.5299735,0,43,36,48.06893,39.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/maf7idof71/econTabReport.pdf,51603,81585,4/4/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,3/31/2018,4/4/2018,Ipsos,B+,1444,rv,.0925878,0,44.1,32.7,48.73012,36.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51609,81592,4/6/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/1/2018,4/5/2018,Ipsos,B+,1454,rv,.0939463,0,43.1,32.7,47.73012,36.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51608,81591,4/6/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/2/2018,4/6/2018,Ipsos,B+,1459,rv,.0949866,0,43.3,33.1,47.93012,37.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51623,81627,4/11/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/3/2018,4/7/2018,Ipsos,B+,1247,rv,.0817824,0,45.8,32.1,50.43012,36.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51622,81626,4/11/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/4/2018,4/8/2018,Ipsos,B+,1253,rv,.082737,0,45.3,31.7,49.93012,35.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51621,81625,4/11/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/5/2018,4/7/2018,Morning Consult,B-,1994,rv,.4308015,0,42,36,46.30625,37.4075,"","",https://www.politico.com/f/?id=00000162-b16f-d2e5-ade3-f17f40cc0000,51618,81613,4/11/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/5/2018,4/9/2018,Ipsos,B+,1230,rv,.0817352,0,42.8,33.2,47.43012,37.44221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51620,81624,4/11/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/6/2018,4/9/2018,Quinnipiac University,A-,1181,rv,1.329478,0,46,43,43.85197,42.74236,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2535,51616,81615,4/11/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/6/2018,4/10/2018,Ipsos,B+,1220,rv,.081545,0,43.5,33.6,48.13012,37.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51633,81646,4/13/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/8/2018,4/9/2018,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,.7172901,0,45,40,45.89047,39.5311,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,51624,81632,4/11/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/8/2018,4/10/2018,YouGov,B,1292,rv,.5486935,0,44,36,49.06893,39.18279,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3g689cgf7m/econTabReport.pdf,51619,81614,4/11/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/7/2018,4/11/2018,Ipsos,B+,1257,rv,.0844987,0,44.5,34.4,49.13012,38.64221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51632,81645,4/13/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/8/2018,4/12/2018,Ipsos,B+,1273,rv,.0860341,0,43.5,35.1,48.13012,39.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51631,81644,4/13/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/8/2018,4/11/2018,ABC News/Washington Post,A+,865,rv,1.77618,0,47,43,45.79271,42.42149,"","",https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2018/04/16/National-Politics/Polling/question_20317.xml?uuid=CucQrkFlEeiy3LCkA-RyCg,51634,81659,4/16/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/8/2018,4/11/2018,NBC News/Wall Street Journal,A-,720,rv,1.155242,0,47,40,45.87023,38.83254,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/NBCWSJAprilPoll41518Release.pdf,51635,81658,4/15/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/9/2018,4/13/2018,Ipsos,B+,1293,rv,.0877723,0,43.1,36,47.73012,40.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52200,82369,4/17/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/10/2018,4/13/2018,Marist College,A,829,rv,1.520672,0,44,39,44.15796,39.36023,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180410/Trump%20and%20Congress_NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_April%202018.pdf,52202,82377,4/18/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/10/2018,4/14/2018,Ipsos,B+,1267,rv,.086301,0,45.1,34.7,49.73012,38.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52199,82368,4/17/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/11/2018,4/15/2018,Ipsos,B+,1281,rv,.0874631,0,45,35,49.63012,39.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52198,82367,4/17/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/12/2018,4/16/2018,Ipsos,B+,1268,rv,.0866932,0,44.2,35.2,48.83012,39.44221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52197,82366,4/17/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/13/2018,4/17/2018,Ipsos,B+,1239,rv,.08476,0,43.9,34.4,48.53012,38.64221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52292,82517,4/20/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/12/2018,4/17/2018,Morning Consult,B-,1917,rv,.416858,0,43,36,47.30625,37.4075,"","",https://www.politico.com/f/?id=00000162-d575-d05e-a3e6-fd75df1a0000,52203,82379,4/18/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/14/2018,4/18/2018,Ipsos,B+,1206,rv,.08253,0,44.8,33.1,49.43012,37.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52291,82516,4/20/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/15/2018,4/17/2018,YouGov,B,1274,rv,.5336245,0,43,38,48.06893,41.18279,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4l31gznvf1/econTabReport.pdf,52205,82383,4/18/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/15/2018,4/19/2018,Ipsos,B+,1260,rv,.0862259,0,42.4,35.6,47.03012,39.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52290,82515,4/20/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/16/2018,4/20/2018,Ipsos,B+,1244,rv,.0851065,0,42,35.7,46.63012,39.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52306,82545,4/24/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/17/2018,4/21/2018,Ipsos,B+,1209,rv,.082659,0,40.4,35.4,45.03012,39.64221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52305,82544,4/24/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/17/2018,4/22/2018,McLaughlin & Associates,C-,1000,lv,.6793789,0,43,43,44.99123,40.50348,"","",http://mclaughlinonline.com/2018/04/24/april-2018-national-survey-results/,52313,82569,4/25/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/18/2018,4/22/2018,Ipsos,B+,1231,rv,.0840882,0,42.2,35.3,46.83012,39.54221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52304,82543,4/24/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/19/2018,4/23/2018,Ipsos,B+,1283,rv,.0875486,0,43.6,35.2,48.23012,39.44221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52303,82542,4/24/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/19/2018,4/23/2018,Morning Consult,B-,1993,rv,.4348475,0,44,35,48.30625,36.4075,"","",https://morningconsult.com/wp-content/uploads/2018/04/180434_crosstabs_POLITICO_v1_DK.pdf,52310,82565,4/25/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/20/2018,4/24/2018,Quinnipiac University,A-,1193,rv,1.424213,0,48,40,45.85197,39.74236,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2538,52309,82561,4/25/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,4/20/2018,4/24/2018,Ipsos,B+,1248,rv,.0850543,0,45,33.6,49.63012,37.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52321,82586,4/28/2018,11:22:10  6 Jul 2018
